Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
MCQ240n,How old (were you/was SP) when lung cancer was first diagnosed?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ240o,How old (were you/was SP) when lymphoma or Hodgkins' Disease was first diagnosed?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ240p,How old (were you/was SP) when melanoma was first diagnosed?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ240q,"How old (were you/was SP) when mouth, tongue, or lip cancer was first diagnosed?",MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ240r,How old (were you/was SP) when cancer of the nervous system was first diagnosed?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ240s,How old (were you/was SP) when ovarian cancer was first diagnosed?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ240t,How old (were you/was SP) when pancreatic cancer was first diagnosed?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ240u,How old (were you/was SP) when prostate cancer was first diagnosed?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ240v,How old (were you/was SP) when rectal cancer was first diagnosed?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ240w,How old (were you/was SP) when non-melanoma skin cancer was first diagnosed?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ240x,How old (were you/was SP) when the unknown kind of skin cancer was first diagnosed?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ240y,How old (were you/was SP) when soft tissue (muscle or fat) cancer was first diagnosed?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ240z,How old (were you/was SP) when stomach cancer was first diagnosed?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ300a,"Including living and deceased, were any of {SP's/your} close biological that is, blood relatives including father, mother, sisters or brothers, ever told by a health professional that they had a heart attack or angina (an-gi-na) before the age of 50?",MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ300b,"Including living and deceased, were any of {SP's/your} close biological that is, blood relatives including father, mother, sisters or brothers, ever told by a health professional that they had asthma (az-ma)?",MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ300c,"Including living and deceased, were any of {SP's/your} close biological that is, blood relatives including father, mother, sisters or brothers, ever told by a health professional that they had diabetes?",MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ365a,"To lower {your/SP's} risk for certain diseases, during the past 12 months {have you/has s/he} ever been told by a doctor or health professional to: control {your/his/her} weight or lose weight?",MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ365b,"To lower {your/SP's} risk for certain diseases, during the past 12 months {have you/has s/he} ever been told by a doctor or health professional to: increase {your/his/her} physical activity or exercise?",MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ365c,"To lower {your/SP's} risk for certain diseases, during the past 12 months {have you/has s/he} ever been told by a doctor or health professional to: reduce the amount of sodium or salt in {your/his/her} diet?",MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ365d,"To lower {your/SP's} risk for certain diseases, during the past 12 months {have you/has s/he} ever been told by a doctor or health professional to: reduce the amount of fat or calories in {your/his/her} diet?",MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ370a,"To lower {your/his/her} risk for certain diseases, {are you/is s/he} now doing any of the following: controlling {your/his/her} weight or losing weight?",MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ370b,"To lower {your/his/her} risk for certain diseases, {are you/is s/he} now doing any of the following: increasing {your/his/her} physical activity or exercise?",MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ370c,"To lower {your/his/her} risk for certain diseases, {are you/is s/he} now doing any of the following: reducing the amount of sodium or salt in {your/his/her} diet?",MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ370d,"To lower {your/his/her} risk for certain diseases, {are you/is s/he} now doing any of the following: reducing the amount of fat or calories in {your/his/her} diet?",MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ380,"During the past 7 days, how often{have you/has SP} had trouble remembering where {you/he/she} put things, like {your/his/her} keys or {your/his/her} wallet? Would you say...",MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
SEQN,Respondent sequence number.,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
HIQ011,The (first/next) questions are about health insurance. {Are you/Is SP} covered by health insurance or some other kind of health care plan? [Include health insurance obtained through employment or purchased directly as well as government programs like Medicare and Medicaid that provide medical care or help pay medical bills.],HIQ_H,Health Insurance,2013,2014,Questionnaire,None
HIQ031A,{Are you/Is SP} covered by private insurance?,HIQ_H,Health Insurance,2013,2014,Questionnaire,None
HIQ031AA,No coverage of any type.,HIQ_H,Health Insurance,2013,2014,Questionnaire,None
HIQ031B,{Are you/Is SP} covered by Medicare?,HIQ_H,Health Insurance,2013,2014,Questionnaire,None
HIQ031C,{Are you/Is SP} covered by Medi-Gap?,HIQ_H,Health Insurance,2013,2014,Questionnaire,None
HIQ031D,{Are you/Is SP} covered by Medicaid?,HIQ_H,Health Insurance,2013,2014,Questionnaire,None
HIQ031E,{Are you/Is SP} covered by SCHIP (State Children's Health Insurance Program)?,HIQ_H,Health Insurance,2013,2014,Questionnaire,None
HIQ031F,{Are you/Is SP} covered by military health plan (Tricare/VA/Champ-VA)?,HIQ_H,Health Insurance,2013,2014,Questionnaire,None
HIQ031G,{Are you/Is SP} covered by Indian Health Service?,HIQ_H,Health Insurance,2013,2014,Questionnaire,None
HIQ031H,{Are you/Is SP} covered by state-sponsored health plan?,HIQ_H,Health Insurance,2013,2014,Questionnaire,None
HIQ031I,{Are you/Is SP} covered by other government insurance?,HIQ_H,Health Insurance,2013,2014,Questionnaire,None
HIQ031J,{Are you/Is SP} covered by any single service plan?,HIQ_H,Health Insurance,2013,2014,Questionnaire,None
HIQ105,Insurance card available or not.,HIQ_H,Health Insurance,2013,2014,Questionnaire,None
HIQ210,"In the past 12 months, was there any time when {you/SP} did not have any health insurance coverage?",HIQ_H,Health Insurance,2013,2014,Questionnaire,None
HIQ260,{Do you/Does SP} have Medicare?,HIQ_H,Health Insurance,2013,2014,Questionnaire,None
HIQ270,{Does this plan/Do any of these plans} cover any part of the cost of prescriptions?,HIQ_H,Health Insurance,2013,2014,Questionnaire,None
SEQN,Respondent sequence number.,HIQ_H,Health Insurance,2013,2014,Questionnaire,None
HUD080,"How many different times did {you/SP} stay in any hospital overnight or longer {during the past 12 months}? (Do not count total number of nights, just total number of hospital admissions for stays which lasted 1 or more nights.)",HUQ_H,Hospital Utilization & Access to Care,2013,2014,Questionnaire,None
HUQ010,{First/Next} I have some general questions about {your/SP's} health. Would you say {your/SP's} health in general is . . .,HUQ_H,Hospital Utilization & Access to Care,2013,2014,Questionnaire,None
HUQ020,"Compared with 12 months ago, would you say {your/SP's} health is now . . .",HUQ_H,Hospital Utilization & Access to Care,2013,2014,Questionnaire,None
HUQ030,Is there a place that {you/SP} usually {go/goes} when {you are/he/she is} sick or {you/s/he} need{s} advice about {your/his/her} health?,HUQ_H,Hospital Utilization & Access to Care,2013,2014,Questionnaire,None
HUQ041,"{What kind of place is it - a clinic, doctor's office, emergency room, or some other place?} {What kind of place {do you/does SP} go to most often - a clinic, doctor's office, emergency room, or some other place?}",HUQ_H,Hospital Utilization & Access to Care,2013,2014,Questionnaire,None
HUQ051,"{During the past 12 months, how/How} many times {have you/has SP} seen a doctor or other health care professional about {your/his/her} health at a doctor's office, a clinic or some other place? Do not include times {you were/s/he was} hospitalized overnight, visits to hospital emergency rooms, home visits or telephone calls.",HUQ_H,Hospital Utilization & Access to Care,2013,2014,Questionnaire,None
HUQ061,About how long has it been since {you/SP} last saw or talked to a doctor or other health care professional about {your/his/her} health? Include doctors seen while {you were} {he/she was} a patient in a hospital. Has it been . . .,HUQ_H,Hospital Utilization & Access to Care,2013,2014,Questionnaire,None
HUQ071,"{During the past 12 months, were you/{was} SP} a patient in a hospital overnight? Do not include an overnight stay in the emergency room.",HUQ_H,Hospital Utilization & Access to Care,2013,2014,Questionnaire,None
HUQ090,"During the past 12 months, that is since {DISPLAY CURRENT MONTH} of {DISPLAY LAST YEAR}, {have you/has SP} seen or talked to a mental health professional such as a psychologist, psychiatrist, psychiatric nurse or clinical social worker about {your/his/her} health?",HUQ_H,Hospital Utilization & Access to Care,2013,2014,Questionnaire,None
SEQN,Respondent sequence number.,HUQ_H,Hospital Utilization & Access to Care,2013,2014,Questionnaire,None
PAAQUEX,Questionnaire source flag for weighting,PAQ_H,Physical Activity,2013,2014,Questionnaire,None
PAD615,How much time {do you/does SP} spend doing vigorous-intensity activities at work on a typical day?,PAQ_H,Physical Activity,2013,2014,Questionnaire,None
PAD630,How much time {do you/does SP} spend doing moderate-intensity activities at work on a typical day?,PAQ_H,Physical Activity,2013,2014,Questionnaire,None
PAD645,How much time {do you/does SP} spend walking or bicycling for travel on a typical day?,PAQ_H,Physical Activity,2013,2014,Questionnaire,None
PAD660,"How much time {do you/does SP} spend doing vigorous-intensity sports, fitness or recreational activities on a typical day?",PAQ_H,Physical Activity,2013,2014,Questionnaire,None
PAD675,"How much time {do you/does SP} spend doing moderate-intensity sports, fitness or recreational activities on a typical day?",PAQ_H,Physical Activity,2013,2014,Questionnaire,None
PAD680,"The following question is about sitting at school, at home, getting to and from places, or with friends including time spent sitting at a desk, traveling in a car or bus, reading, playing cards, watching television, or using a computer. Do not include time spent sleeping. How much time {do you/does SP} usually spend sitting on a typical day?",PAQ_H,Physical Activity,2013,2014,Questionnaire,None
PAD733,"On average, for how long did {you/SP} play these active video games?",PAQ_H,Physical Activity,2013,2014,Questionnaire,None
PAQ605,"Next I am going to ask you about the time {you spend/SP spends} doing different types of physical activity in a typical week. Think first about the time {you spend/he spends/she spends} doing work. Think of work as the things that {you have/he has/she has} to do such as paid or unpaid work, household chores, and yard work. Does {your/SP's} work involve vigorous-intensity activity that causes large increases in breathing or heart rate like carrying or lifting heavy loads, digging or construction work for at least 10 minutes continuously?",PAQ_H,Physical Activity,2013,2014,Questionnaire,None
PAQ610,"In a typical week, on how many days {do you/does SP} do vigorous-intensity activities as part of {your/his/her} work?",PAQ_H,Physical Activity,2013,2014,Questionnaire,None
PAQ620,Does {your/SP's} work involve moderate-intensity activity that causes small increases in breathing or heart rate such as brisk walking or carrying light loads for at least 10 minutes continuously?,PAQ_H,Physical Activity,2013,2014,Questionnaire,None
PAQ625,"In a typical week, on how many days {do you/does SP} do moderate-intensity activities as part of {your/his/her} work?",PAQ_H,Physical Activity,2013,2014,Questionnaire,None
PAQ635,"The next questions exclude the physical activity at work that you have already mentioned. Now I would like to ask you about the usual way {you travel/SP travels} to and from places. For example to school, for shopping, to work. In a typical week {do you/does SP} walk or use a bicycle for at least 10 minutes continuously to get to and from places?",PAQ_H,Physical Activity,2013,2014,Questionnaire,None
PAQ640,"In a typical week, on how many days {do you/does SP} walk or bicycle for at least 10 minutes continuously to get to and from places?",PAQ_H,Physical Activity,2013,2014,Questionnaire,None
PAQ650,"The next questions exclude the work and transport activities that you have already mentioned. Now I would like to ask you about sports, fitness and recreational activities. In a typical week {do you/does SP} do any vigorous-intensity sports, fitness, or recreational activities that cause large increases in breathing or heart rate like running or basketball for at least 10 minutes continuously?",PAQ_H,Physical Activity,2013,2014,Questionnaire,None
PAQ655,"In a typical week, on how many days {do you/does SP} do vigorous-intensity sports, fitness or recreational activities?",PAQ_H,Physical Activity,2013,2014,Questionnaire,None
PAQ665,"In a typical week {do you/does SP} do any moderate-intensity sports, fitness, or recreational activities that cause a small increase in breathing or heart rate such as brisk walking, bicycling, swimming, or volleyball for at least 10 minutes continuously?",PAQ_H,Physical Activity,2013,2014,Questionnaire,None
PAQ670,"In a typical week, on how many days {do you/does SP} do moderate-intensity sports, fitness or recreational activities?",PAQ_H,Physical Activity,2013,2014,Questionnaire,None
PAQ677,"In this question you can include activities done in school. On how many of the past 7 days did {you/SP} exercise or participate in physical activity for at least 20 minutes that made {you/him/her} sweat and breathe hard, such as basketball, soccer, running, swimming laps, fast bicycling, fast dancing, or similar activities?",PAQ_H,Physical Activity,2013,2014,Questionnaire,None
PAQ678,"On how many of the past 7 days did {you/SP} do exercises to strengthen or tone {your/his/her} muscles, such as push-ups, sit-ups, or weight lifting?",PAQ_H,Physical Activity,2013,2014,Questionnaire,None
